text,review_rating
"this is home sweet home, until people get a little crazy & think it's their restaurant, don't even work there, but it's all good, going to keep coming...",5
"Martha's Kitchen is LA Mexican/American food in all it's glory. Delicious food and budget friendly prices. 

Must Try: Pastrami, Grilled Cheese, Carne Asada...",5
"Martha's Kitchen, on the southern edge of Little Tokyo, has been at this location for over two decades. ( My Grandfather had a nearby rooming house at 4th...",4
"The food here is great and the
 customer service is off the chain, I come everyday, l would come on the weekend's if it was open! I LOVE THIS PLACE, ITS MY...",5
"If you're hungry, in DTLA, looking for Mexican food, and  pass by Rocky D's, do yourself a favor and keep on walking. We passed by since we wanted to grab a...",2
"It's actually suppose to be Ricky D's! hahaha. It's the only one I found on check in. How do I know it's Ricky D's. I asked the manager ""Are you Rocky?"" He...",4
"Discovered this business at the Hollywood Farmer's Market (Sundays).

They have a fairly small menu but it's got everything you need. Dumplings, steamed...",5
"Found them at Hollywood Farmer's Market.

There are savory and also sweet steamed buns like taro. I liked the chicken bbq and veggie steamed buns I got.

At...",5
"Bao Bao House, as the name suggest, brings baos (stuffed buns) and dumplings to the Brentwood farmers market. You'll find a variety of baos from the classic...",4
"One of the late night food truck options in the Arts district. This truck specializes in tortas. We went over on a sunday night around 1100 pm. 

We got the...",4
The only place I've tasted authentic MEXICAN street food. The pambazos have to be their best seller because it's exploding with flavor the bread so nicely...,5
"I came here with my gf and friends tonight around 11 and had the Cochinita Torta, and my gf got the tacos dorados de papa. AMAZING food! Im surprised they...",5
"I always enjoy the ""You Eat Now!"" events.  AJ and Chef Castro are a dynamic duo bringing their take on Filipino cuisine to your table as they collaborate...",5
"For years, I would see on Facebook AJ host an arroz caldo party with John and I would drool over the photos. Arroz caldo is the go-to Filipino comfort food...",5
"My boss loves cobbler, it's his favorite dessert. For his 70th birthday, we had planned a luncheon at the office, and wanted to have cobbler instead of...",5
"Hello from a stomach happy individual! I drove past a stand at a gas station on slauson and la Brea! I met this nice young man with good conservation, nice...",5
Soooo good!! I picked up a peach and blueberry cobbler after a doctors appointment at Kaiser in Baldwin Hills. They we're both excellent! I highly recommend!!,5
"We had Frederik here for a 75 people birthday party and the whole crew was fascinated with his exceptional hotdogs. 

His car it's beautiful and cool, great...",5
We hired Serendoggity for my sons birthday and it was the HIT of the party! Frederick was SO wonderful and helpful to work with. The hot dogs were...,5
"One of the best vegan dogs I've ever had- delicious toppings, friendly owner. Love this food truck.",5
"Hey, I grew up not having much. So if I see a bad ass deal of $1 socks, you best believe imma get some. I could give a rats ass on the brand or style. Aint...",4
"If you choose to buy socks on the street, be forewarned:

$1 socks are just that... socks that are worth $1.

Actually, less, since you get two pair... so...",1
"Best Night Ever. Shoutout to the hosts on the night, they were very happy to be there which upped the vibe tenfold.

I picked this crawl as I was looking...",5
We decided to link up with our same group of friends from last NYE again this year but didn't want to do the whole party/club scene thing. We decided on a...,5
Miss coming here  having been there since mar they are the best me and my friends go here they make you feel welcome here and dancing just having a great...,5
"It's been almost a year since I moved down here and people have been asking me why I haven't had fish tacos yet. 

""They are so much better down here....",4
"La Calaca was a hit !!! Everyone loved it !! 
They almost stole the event !! I'm glad they didn't stay so long !!! 

The food was amazing ! The drinks ! Omg...",5
La Calaca's golden brown crispy beer battered fish tacos topped w/zesty fresh cabbage flavored to perfection w/a homemade salsa had my faculty and I...,5
"The son of a bun food truck has been at my workplace in commerce more than a few times. I was able to try the western, avoegg, and picante burgers. I might...",5
Son of a bun catered our event and they were amazing!!! Food was so delicious and fresh!!! They were such a hit at our event! We highly recommend son of a...,5
"Son of a bun, Son of a gun, great burger cooked perfect, just like I like. If you're looking for a burger don't forget about son of a bun",5
Come by for a cocktail..they will be fully open in a few weeks!! They had their 3 year anniversary soft opening tonight--after being closed during...,5
We came here for brunch and thought this place was just okay. The food could have been better. I got the Avocado Toast which was bland and my bf got tater...,3
"Relaxing and fun amid many unique things.

We had a birthday party for an one-year-old baby with families and friends gathering around the table on Sunday...",5
"Met up with some friends for an after-work drink and a late lunch/ early dinner. Pretty solid gin & tonic and the food was rockin'. 
The Baja fish taco has...",4
"Cool ambience. Seriously great work with the lasers, view of la, hanging Edison lights, and old classic pickup trucks made as tables. 

Weird tho...when i...",2
Nice little bar. Nice interior and plenty of seating. Great view outside as well. Will be back.,4
"This is for the cafe located at the bottom of the Little Tokyo Lofts on San Pedro Street.

I specifically asked what ingredients are in a burrito.  I said I...",1
They only survive because when they do have food it is decent the prices are inexpensive and its the only thing for at least a half a mile to eat on skid...,1
Great place for a breakfast burrito.  Very tasty with sauce on the side.   Service was awesome.   Family owned restaurant.,5
The service is good staff is super friendly had a nice experience. Furikake on a breakfast sandwich turns out to be amazing! Cold brew is smooth too.,5
"Great little coffee shop to treat yourself to an almond latte and a pastry to break your fast if you're getting bloodwork drawn on the 8th floor. 

The...",5
"I stopped by for the first time this morning to grab a coffee and was seriously disappointed.

I ordered an iced coffee to go that took over 10 minutes to...",2
"My guess is this is a fairly new food truck, as they don't seem to have an online menu or any yelp reviews? 

If  you've yet to hit up this truck, get on...",4
"@GrillSergeantFT
Here's a truck that seems to be fairly new on the scene.
I hadn't heard about them until now.
Tried the pastrami w/fries. Here's my...",3
"Yummy! This is my first pastrami sandwich but with the way this taste, it won't be my last! The bread is lightly toasted and so soft, meat is well seasoned,...",4
This is one of the VERY few places that makes UFO bread. I absolutely love UFO bread. Why is it called UFO Bread? Because it is shaped like a UFO. This is...,5
The only thing I found to be negative about our experience visiting this place was the fact that there's no fountain water available. Which means you have...,4
"There are  so many Korean Bbq places to choose from here in LA, why choose one where the prices have doubled, the serviced has crumbled, and the people...",1
"Used to love this place but the prices increased while the service decreased. Had lunch there, we had a rude waiter and waitress.  There was an issue with...",1
"It's very nice!!!!! 
I love the grapefruit sparkling! 
This is my first time to drink here! 
Recommend!",5
Finally a kpop store in the Little Tokyo area! I love that it is both a kpop store AND a boba cafe. Very creative idea! This is the perfect location to host...,4
"Staff was very considerate and atmosphere was so cute! 

We went there for a cupsleeve event and live far away so we had many questions about the plaza and...",5
"This is the first Pho noodle shop that I have ever tried where the menu and ownership are a touch of fusion cuisine.

Located in the Little Tokyo Galleria,...",3
"FOOD: shared two dishes amongst three people
SPRING ROLL: actually 3 pieces of spring roll cut into two, with one piece of shrimp each. Not exactly sure if...",4
"I would give 0 stars if possible 
I ordered the number 17, vegan pho
It was absolutely Disgusting. Not just no flavor, the smell was like dirty water with...",1
"I've been eating at Sakura for about 25 years. It's changed owner a few times, but it's always a good spot to have a plate of curry or a bowl of udon.
Many...",5
"This place is located inside the Little Tokyo Marketplace. It's very convenient location,after or before doing your grocery shopping you can grab a bite to...",4
"I'm trying to support local businesses during the pandemic, and this noodle shop is in the Little Tokyo Mall and very easy to get to - especially when...",2
"This is the BEST Korean snack place in LA!!! 

Accidentally discovered this place when I was in Little Tokyo and so glad I did.  Everything is amazing!...",5
"Best hotteok around, always stop by when around here, they are so delicious and fresh. 1/$3, 2/$5, 5/$10, it's a no brainer to get 5 and share, or eat them...",5
Tried the honey nut pancake and taiyaki (red bean and custard). Absolutely in love with the taiyaki. Eat them while they are still nice and warm! I'm...,4
If you're ever in this area make this a stop. They're deliciouuly crispy and chewy at the same time. Save yourself the trip back and don't buy just...,5
My wife and I finally found a good taiyaki place in downtown!  It is located by the Daiso exit! I love the fillings and the crust that is leftover! It's...,4
"It took 10 mins to make our order so you know it's made fresh! we got a red bean and a custard taiyaki for our order but they also offer chocolate, apple...",5
"I love love this place! They have everything karaoke bowling and a cool arcade...,there's even a full bar for the adults. Go check them out I think you will...",5
"I come here pretty often, and every time I walk in I remember it smells like throw up. It's in their cleaning supplies or something because the place isn't...",3
"My whole family came here today and it's $50/hrs which is on the pricier side, but the shoes came in horrible condition with holes in the front and the back...",1
"I haven't been to their cafe, but I went to their ROW DTLA pop-up and bought several wonderful holiday gifts. 
They have a super-cute Create-a-Candle kit...",5
Love this place so much. Thank you for great food and drinks! Thank you for supporting women. You are changing lives!,5
Just got done volunteering with a group of amazing individuals at DWC (center that assists homeless/low-income women) and stopped by this cafe/gift shop...,5
"Tsurumaru Udon Honpo is located on the third floor of Little Tokyo Galleria on Alameda St. They provide 2 hour parking validation, which is the max any...",4
"Always wanted to try here but after trying here, I will never come back. First of all ordering was so complicated and inconvenient and slow.. whats the...",2
"Food: Ordered the Niku Udon with a tempura soft boiled egg on the side. The udon soup was warm and sweet, but the noodles themselves were a bit too tough...",3
"Nice little baked shop in little Tokyo
They have assorted cream puffs with a good amount of custard cream inside 
Wish I could have taken a pic before I ate...",5
"A nice little shop with delicious puffs and drinks. A casual place to go for some sweets. 
Never had a bad experience there

idk why there's so many bad...",5
I was so excited to have dessert after my Korean Corndog. I purchased two puffs to share with my husband and friend. When i went to go cut into them the...,1
"Delicious tacos and a fun vibe! We came here late Saturday night and this was the perfect late night snack.

This spot is a big parking lot, so it was easy...",5
Glad to see Ave 26 set up again in a new area that's much more convenient to go to and park at. Came around 11:15pm on Friday and just beat the rush. They...,5
"Welcome to the infamous Ave 26 Tacos! I cannot believe it took me this long to finally come here. I am ashamed that I didn't come sooner, but their prior...",5
"Finally I found a spot that has Japanese Pizza in my area! And with all this craziness going on, I just decided to give it a try and place my pick up order....",5
"I placed an order through their website and pick up the order with no problem. 
HOWEVER, the order I got was wrong.  I was looking forward to trying smoked...",1
Wow!!! I called in to pick up a few Teriyaki Mochi BBQ chicken pizzas and some karaage for my family and to my surprise it was amazing! At first I was quite...,5
"I'm confused. This place is listed as Han's, but the I think the Hs fell off from all over the storefront. But I digress. This place is average. The...",2
"Nice ambiance. Beautiful and great voices of singers. Entrees in big portions. Hospitable waitstaffs. 

Parking on the streets or next to it is a public...",5
"Always eager to have my girlfriend try Filipino food, we decided to give Noypitz a whirl. The restaurant is not your typical mom-and-pop Filipino shop,...",3
"Came here for the ""Happy Hour"" ... There is no happy hour.

When I asked the guy at the bar he actually laughed and said, ""we just opened so we don't have...",1
Cute little bakery with nice staff members inside the market. Cute cake options and a wide variety of Korean pastries. They also give parking validation.,5
"Big ew.
The owner lady was packing my cake with her bear hands right after touching bills, coins, and a lot of things. I was uncomfortable but i didnt wanna...",1
I was roaming around in Little Tokyo after dinner tonight and came upon Bliss Bakery. I was there right before closing ~8:40 pm and was told pastries/buns...,5
"Super yummy! Favorite Korean dog place, Cheetos dog and potato poutine are my favorite",5
"Absolutely delightful experience. The rice cakes are a little spicy, but full of flavor. I got the potato mozzarella, great crunchy texture outside and...",5
"I just left Smile Hot Dog around 6:15pm on 1/27 and wow I am so disappointed! First I walk in and the host at the front had his mask down, first sign that I...",1
The food was excellent. Very very fair price compared to bcd tofu house. But by far the best thing in the restaurant was the service. She took the time to...,5
Absolutely love this place! I recently started school in USC and was looking for a quick dinner place and I found this place! I was a little curious as to...,5
"Bad service the lady owner very rude.
I ordered spice pork lunch box over the phone, when I got there it wasn't spice pork. So I have to wait more...",1
"We came here in a Sunday after our visit at some local shops in DTLA. Great parking and cute place to spend a few hours in. 

We were seated and greeted as...",4
"Hands down some of the best ramen around. Family owned and I have watched their kids grow up and now run the place.

Excellent food and service. Worth a...",5
Came here again on a Monday night and they were still as good and consistent as ever! My dad said he's been coming here since high school (over 30 years)...,5
This place is amazing. Our server Mina was the best! Super nice and attentive. The place was packed but she checked in on us and took care of our table....,5
"Elizabeth's Star Rating System
1 star = Terrible, would not recommend, will tell family and friends to avoid
2 stars = I won't be back but you might enjoy...",4
"First off, I will say that the food is actually better than Honda-ya's, based on my 4 visits to date. The unadon in particular has more than double the...",2
"When I'm shopping in Woori Market and I get a craving for a fried chicken snack, I stop by and get some at the Yum Yum Counter.  Usually I can't finish it...",3
"Walking through downtown LA, I stumbled upon The Coffee Bean & Tea Leaf and needed a pick me up. I had the iced coffee and it was so good and creamy. Nice...",5
"Friendly staff with prompt services.  
Drinks were made to our liking.  Place was very spacious.  Nice place for desert drink after meal or just chat :)",4
"Killing time while my date was at a store in the mall, I needed my cappuccino fix, and the guy at the counter was quick and had my drink in no time. Plenty...",4
"Delicious sushi, convenient sushi, freshly made sushi all Located at a market.  And they have delivery.  How convenient! 
Been going there for a long time....",5
"It's been so long since I've had sushi and I don't know if it's because I was really hungry or cuz it's been so long, but this sushi was pretty tasty! I...",4
"I ordered from here without doing research, the pictures looked great and well, no regrats (as the kids say)!!! 
This shop is  INSIDE A SMALL MARKET, they...",4
"Super delicious, fresh, and fast service!
Ordered for pickup at a specific time and it was ready 10mins early, yay.
Got three bowls (salmon, tuna, spicy...",5
"My favorite spot in little Tokyo for Poké bowel :) 
Located in a Japan supermarket!! The poke is super fresh and the guy that skins the Salmon doing...",5
"Eaten here twice! It's relatively close to my work.

I'm from the San Gabriel Valley where poke spots are aplenty. I'd definitely choose one of those places...",4
This is a vegan sushi experience unlike any other. Their quality is top notch and worth every penny. My boyfriend is a non-vegan sushi fanatic but didn't...,5
"The food is great and vegan friendly 
Staff is cold and rude
They rushed us to leave and appeared abrupt as we left
I am wary of returning and recommending",3
"If you're looking for vegan, Japanese cuisine (yes, all the sushi is vegan!), look no further than Shoijin in Little Tokyo which does it remarkably well....",4
Wow the vibe here is amazing! Love the Ambience. All the employees are super friendly. And the best part is the food.vibes,5
This new pizza joint in the Arts District has blown me away. Two of my favorite things - pizza and focaccia - combined into one. It's a must try!! Their...,5
"De la Nonna is a great spot for a hangout  with friends and chill vibes. You can order several small pizzas, salads, and other small plates, sip on wine and...",4
"One of my regular go-to's! Overall would highly recommend you check out this bar, it's so much fun and great for a night out with friends or a date. 

+...",4
EightyTwo is easily one of my favorite spots to go rewind the clock & have a little bit of nostalgic fun. The plethora of arcade games available is truly...,5
"My all time favorite place! 
Just dont forget to carry Cash you will need aALOT LOL (1$ bills ) 
and try IrishMule drink!",5
"The Fish is perfectly fried and seasoned and was super crunchy and quality tasting, not no farm raised fish 
The clams were crispy and delicious super good...",4
"Love the crunchy shrimp here! Although this location is in one of the craziest areas in LA I would still say this is a golden gem! 
The owner is a older...",5
"This place was absolutely horrible, I ordered the shrimp plate, the fires were under cooked and cold the shrimp had no flavor in fact that shrimp tasted...",1
Not to be dramatic but this is the best food truck in North America. I got a shrimp burrito.,5
Love the al pastor here! Great as fries or a burrito. I also like their crispy shrimp tacos.,5
"Dona Estela is now... Dona Estela MARISCOS! 

During the pandemic, Hector and Rosa decided to try something new and switched to a mariscos (seafood)...",5
I ordered this on DoorDash and they legit sent me McDonald's chicken nuggets with seasoning?? What a joke,1
"""Legends Are Forever""

This mural depicts a portrait of Kobe holding baby Gigi after winning a championship as well as a solo pic of Kobe in his Laker...",5
